Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Genome_site,Genomic_sequence_available,Method_R,R_pathway,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
35,1,FALSE,1466,Alba Halliday,Human delay - time in care (length of stay),No,No,12.5,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,8,23,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to ICU,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,ICU length of stay. Disaggregated data: Patients who received corticosteroid therapy with mean population age of 57.8 years (SD 17.2 years). Table 3,NA,9,2012,NA,10,2015,035_001,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - time in care (length of stay),No,No,15,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,8,30,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Hospital length of stay.  Disaggregated data: Patients who did not receive corticosteroid therapy with mean population age of 55.3 years (SD 17.3 years). Table 3,NA,9,2012,NA,10,2015,035_009,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,5,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,3,8,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Other,emergency room,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,"Disaggregated data: Patients who received corticosteroid therapy with mean population age of 57.8 years (SD 17.2 years). table 1 - disaggregated by treatment received, onset > care seeking. steroid group",NA,9,2012,NA,10,2015,035_003,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,6.5,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,4,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Admission to Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated data: Patients who did not receive corticosteroid therapy with mean population age of 55.3 years (SD 17.3 years). table 1 - disaggregated by treatment received. non-steroid group,NA,9,2012,NA,10,2015,035_011,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,8,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,5,12,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Other,intubation,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated data: Patients who did not receive corticosteroid therapy with mean population age of 55.3 years (SD 17.3 years). table 1 - disaggregated by treatment received. non-steroid group,NA,9,2012,NA,10,2015,035_012,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,8,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,5,12,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Admission to Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated data: Patients who received corticosteroid therapy with mean population age of 57.8 years (SD 17.2 years). table 1 - disaggregated by treatment received. steroid subgroup,NA,9,2012,NA,10,2015,035_004,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,8,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,6,12,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Other,intubation,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated data: Patients who received corticosteroid therapy with mean population age of 57.8 years (SD 17.2 years).,NA,9,2012,NA,10,2015,035_005,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Risk factors,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Other,NA,Significant,Adjusted,Yes,Yes,"Method, Other",Both,291,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals (see supplement). Same patients as other Arabi study,tertiary care hospitals,Unspecified,Unspecified,Not available,Receiving corticosteroid therapy was associated with higher 90-day mortality for both methods of multivariate logistic regression and Cox proportional hazards regression. Table 4,NA,9,2012,NA,10,2015,035_013,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Other,NA,Not significant,Adjusted,Yes,Yes,"Method, Other",Both,291,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals (see supplement). Same patients as other Arabi study,tertiary care hospitals,Unspecified,Unspecified,Not available,Receiving corticosteroid therapy was not associated with higher 90-day mortality for marginal structural model. Cox proportional hazards regression accounting for timevarying exposure. Table 4,NA,9,2012,NA,10,2015,035_014,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,NA,Significant,Adjusted,Yes,Yes,"Method, Other",Both,291,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals (see supplement). Same patients as other Arabi study,tertiary care hospitals,Unspecified,Unspecified,Not available,"Significant association of corticosteroid therapy with a delay in time to MERS-CoV RNA clearance for marginal structural Cox proportional hazards modelling method. Table 4 -- multiple methods, some significant some not, also different directions of aOR",NA,9,2012,NA,10,2015,164_024,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,NA,Not significant,Adjusted,Yes,Yes,"Method, Other",Both,291,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals (see supplement). Same patients as other Arabi study,tertiary care hospitals,Unspecified,Unspecified,Not available,No significant association between receiving corticosteroid therapy with the time to MERS-CoV RNA clearance for Cox proportional hazard regression.,NA,9,2012,NA,10,2015,035_015,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Severity - case fatality rate (CFR),No,No,75.5,NA,NA,NA,NA,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,151,Naive,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Not available,Patients who received steroids. ICU mortality. case = hospitalised with confirmed MERS by PCR. Table 3,NA,9,2012,NA,10,2015,164_011,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Severity - case fatality rate (CFR),No,No,77.5,NA,NA,NA,NA,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,151,Naive,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Not available,Patients who received steroids. Hospital mortality. case = hospitalised with confirmed MERS by PCR. Table 3,NA,9,2012,NA,10,2015,164_012,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Severity - case fatality rate (CFR),NA,NA,56.3,NA,NA,NA,NA,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,158,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Not available,Patients who didn't receive steroids. ICU mortality. case = hospitalised with confirmed MERS by PCR. Table 3,NA,9,2012,NA,10,2015,164_013,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Severity - case fatality rate (CFR),No,No,58.2,NA,NA,NA,NA,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,158,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Not available,Patients who didn't receive steroids. Hospital mortality. case = hospitalised with confirmed MERS by PCR. Table 3,NA,9,2012,NA,10,2015,164_014,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - other human delay (go to section),No,No,7,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,5,13,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to ICU,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,158,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,ICU length of stay.  Disaggregated data: Patients who did not receive corticosteroid therapy with mean population age of 55.3 years (SD 17.3 years).,NA,9,2012,NA,10,2015,035_008,MERS-CoV,1,0
35,1,FALSE,1466,Alba Halliday,Human delay - time in care (length of stay),No,No,21,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,13,38,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Hospital stay length. Disaggregated data: Patients who received corticosteroid therapy with mean population age of 57.8 years (SD 17.2 years). Table 3,NA,9,2012,NA,10,2015,035_002,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),No,No,10,NA,NA,NA,NA,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,7,17,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of illness,Other,Corticosteroid initiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,From 151 patients receiving steroid treatment - table 2,NA,9,2012,NA,10,2015,164_001,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),No,No,7,NA,NA,NA,NA,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,3,15,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital admission,Other,Corticosteroid initiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,table 2,NA,9,2012,NA,10,2015,164_002,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),No,No,3,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,1,7,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICU Admission,Other,Corticosteroid initiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,table 2,NA,9,2012,NA,10,2015,164_003,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),No,No,3,NA,NA,NA,NA,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,1,7,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of ventilation,Other,Corticosteroid initiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Both,151,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,table 2,NA,9,2012,NA,10,2015,164_004,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),NA,NA,17,NA,NA,NA,NA,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,7,34,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time to RNA clearance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Both,31,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated by treatment. Did not receive corticosteroids. Data from 31 of 104 patients with repeated PCR testing. Details in paper. Table 3,NA,9,2012,NA,10,2015,164_020,MERS-CoV,1,0
164,1,FALSE,1466,Gina Cuomo-Dannenburg,Human delay - other human delay (go to section),NA,NA,21,NA,NA,NA,NA,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,10,31,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time to RNA clearance,Other,Time to RNA clearance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,Both,34,Hospital based,Other,NA,NA,Saudi Arabia,14 participating hospitals,tertiary care hospitals,Unspecified,Unspecified,Not available,Disaggregated by treatment. Received corticosteroids. Data from 34 of 99 patients with repeated PCR testing. Details in paper. Table 3,NA,9,2012,NA,10,2015,164_019,MERS-CoV,1,0
160,1,FALSE,1549,Tini Garske,Reproduction number (Basic R0),No,No,NA,NA,0,6.9,No,No units,Maximum likelihood,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Renewal equations / Branching process,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Other,Unspecified,182,Other,Other,NA,NA,Republic of Korea,Republic of Korea,country,Post outbreak,Unspecified,Yes - on another platform,"The parameter is the type-specific reproduction number from a 2x2 next generation matrix. Cases were classified as those who visited multiple healthcare facilities vs others. Case definition is all lab-confirmed cases recorded in this outbreak. The source of infection was available for 169 out of 185 reported cases, the likely infector was inferred based on timing of symptom onset for all but 3 cases (including the index case), and this analysis is based on the resulting network of 182 case pairs. Note that the upper value of R0 is high, but this applies only the the minority of cases that visited multiple healthcare facilities. The overall R0 of the outbreak is reported as 1.0 in the abstract (this is a somewhat trivial result as it is a closed outbreak which gives an R0 =1-1/N).",11,5,2015,31,8,2015,160_001,MERS-CoV,1,0
160,1,FALSE,1549,Tini Garske,Reproduction number (Basic R0),No,No,NA,NA,0,6.5,No,No units,Maximum likelihood,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,169,Other,Other,NA,NA,Republic of Korea,Republic of Korea,country,Post outbreak,Unspecified,Yes - on another platform,"The parameter is the type-specific reproduction number from a 2x2 next generation matrix. Cases were classified as those who visited multiple healthcare facilities vs others. Case definition is all lab-confirmed cases recorded in this outbreak. The source of infection was available for 169 out of 185 reported cases, and this analysis is based on these. Note that the  upper value of R0 is high, but this applies only the the minority of cases that visited multiple healthcare facilities. The overall R0 of the outbreak is reported as 1.0 in the abstract (this is a somewhat trivial result as it is a closed outbreak which gives an R0 =1-1/N).",11,5,2015,31,8,2015,160_002,MERS-CoV,1,0
160,1,FALSE,1549,Tini Garske,"Reproduction number (Effective, Re) - Human",No,No,NA,NA,0.2,4.4,No,No units,Maximum likelihood,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Renewal equations / Branching process,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Time,Unspecified,182,Other,Other,NA,NA,Republic of Korea,Republic of Korea,country,Post outbreak,Unspecified,Yes - on another platform,The parameter is the Re of the superspreaders only (5 out of 185 cases were identified as superspreaders that were responsible for the vase majority of transmissions). This does not reflect the overall Rt across the whole population.,11,5,2015,31,8,2015,160_003,MERS-CoV,1,0
160,1,FALSE,1549,Tini Garske,Human delay - other human delay (go to section),No,No,NA,NA,5.1,7.6,No,Days,Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Other,Unspecified,182,Other,Persons under investigation,NA,NA,Republic of Korea,Republic of Korea,country,Post outbreak,Unspecified,Yes - on another platform,"The population was split 2 ways: into those that did or didn't cause secondary transmission, and superspreaders vs non-superspreaders, and the mean delay was given for each of the 2 subgroups, for each split: 4 values in total, and each person contributed to 2 of these. The differences between the groups were not significant for either split, and with this in mind I have extracted this according to the rule of 3.",11,5,2015,31,8,2015,160_004,MERS-CoV,1,0
168,1,FALSE,1568,Julia Halder,Seroprevalence - Unspecified,No,No,0,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84,Unspecified,Other,NA,NA,NA,NA,NA,No,NA,NA,Both,104,Hospital based,Persons under investigation,NA,NA,Republic of Korea,"Gangdong, Seoul",NA,Mid outbreak,Unspecified,Unspecified,"Dialysis unit. 104 patients who could have contacted the index patient by staying in the dialysis unit (degree of potential contact grade 1-3), of which 84 consented to serology testing. Context age is of the 104",NA,NA,2015,NA,NA,NA,168_001,MERS-CoV,1,0
149,1,FALSE,1587,Yiran Wang,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,"Comorbidity,Occupation,Sex,Other",Healthcare,Not significant,Not adjusted,No,NA,NA,Both,30,Hospital based,Persons under investigation,NA,NA,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,"risk factors for mortality in MERS-confirmed patients (not in general population), it's a prospective study so I am not sure with the survey dates and the dates I put in refer to when those patients were admitted to the hospitals",20,5,2015,18,7,2015,149_001,MERS-CoV,1,0
149,1,FALSE,1587,Yiran Wang,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,"Age,Other",Unspecified,Significant,Not adjusted,No,NA,NA,Both,30,Hospital based,Persons under investigation,NA,NA,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,"Old age, low albumin, altered mentality and high pneumonia severity index score at admission were risk factors for mortality. In addition, severe signs of inflammation at initial presentation (at hospital days 1-4), such as high inducible protein-10 (p=0.0013), monocyte chemoattractant protein-1 (p=0.0007) and interleukin 6 (p=0.0007) concentrations, and poor viral control (high viral load at hospital days 5-10, p<0.001) without adequate antibody titres (low antibody titre at hospital days 11-16, p=0.07) during the course of disease, were associated with mortality.",20,5,2015,18,7,2015,149_002,MERS-CoV,1,0
149,1,FALSE,1587,Yiran Wang,Human delay - symptom onset>admission to care,No,No,5,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,4,10,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Other,Both,30,Hospital based,Persons under investigation,NA,NA,Republic of Korea,3 MERS-designated hospitals,unspecified,Mid outbreak,Unspecified,Not available,"disaggregation available by survival, extracted from table 1",20,5,2015,18,7,2015,149_003,MERS-CoV,1,0
149,1,FALSE,1587,Yiran Wang,Human delay - admission to care>discharge/recovery,No,No,13,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,10,17,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Other,Both,30,Hospital based,Persons under investigation,NA,NA,Republic of Korea,3 MERS-designated hospitals,unspecified,Mid outbreak,Unspecified,Not available,"disaggregation available by survival, extracted from table 1",20,5,2015,18,7,2015,149_004,MERS-CoV,1,0
