Article_ID,ID,Parameter_data_ID,Parameter_type,Parameter.value,Exponent,Parameter.unit,Parameter.lower.bound,Parameter.upper.bound,Parameter.value.type,Parameter.uncertainty...single.value,Parameter.uncertainty...singe.type,Parameter.uncertainty...lower.value,Parameter.uncertainty...upper.value,Parameter.uncertainty...type,CFR_IFR_numerator,CFR_IFR_denominator,Distribution_type,Distribution_par1_value,Distribution_par1_type,Distribution_par1_uncertainty,Distribution_par2_value,Distribution_par2_type,Distribution_par2_uncertainty,Method_from_supplement,Method_moment_value,CFR_IFR_Method,Method_R,Method_disaggregated_by,Method_disaggregated,Method_disaggregated_only,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Population_sex,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_sample_size,Population_country,Population_location,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,Genome_site,Genomic_sequence_available,Other_delay_start,Other_delay_end,Inverse_param,Ebola.variant
10,c7a0aebbe31c99f29ea2d5936a3b28ab,93064f91a1f580935830bcb109f04826,Human delay - other human delay (go to section),17.5,0,Per day,5,27,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,32,0,0,,32,32,,,Unspecified,Hospital based,Persons under investigation,NA,NA,22,32,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Negative RT-PCR,0,32
10,c7a0aebbe31c99f29ea2d5936a3b28ab,9e40bdb2a32057a88cbb8be80ed45955,Human delay - other human delay (go to section),10,0,Per day,6,11,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,33,0,0,,33,33,,,Unspecified,Hospital based,Persons under investigation,NA,NA,5,33,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,IgM antibody detection,0,33
10,c7a0aebbe31c99f29ea2d5936a3b28ab,b00d6d2bc17c1d69f840a113a4493e6a,Human delay - other human delay (go to section),11,0,Per day,9,11,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,34,0,0,,34,34,,,Unspecified,Hospital based,Persons under investigation,NA,NA,22,34,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,IgG antibody detection,0,34
10,c7a0aebbe31c99f29ea2d5936a3b28ab,572c6a8dbf84bd0a16697f69664f75a5,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,36,0,0,Death,36,36,,,Both,Hospital based,Persons under investigation,25,75,27,36,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,,,0,36
10,c7a0aebbe31c99f29ea2d5936a3b28ab,30399bae4004e213b412b362ea458f5a,Human delay - other human delay (go to section),20,0,Per day,NA,NA,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,37,0,0,,37,37,,,Unspecified,Hospital based,Persons under investigation,NA,NA,22,37,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Admission to Care/Hospitalisation,Discharge from Care/Hospital,0,37
10,c7a0aebbe31c99f29ea2d5936a3b28ab,462fd7771e2f07e4e84f7f5cbf344cd0,Human delay - other human delay (go to section),7,0,Per day,NA,NA,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,38,0,0,,38,38,,,Unspecified,Hospital based,Persons under investigation,NA,NA,5,38,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Admission to Care/Hospitalisation,Death,0,38
10,c7a0aebbe31c99f29ea2d5936a3b28ab,0db9808996af8963da5e4c149a24969b,Human delay - other human delay (go to section),14,0,Per day,11,15,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,41,0,0,,41,41,,,Unspecified,Hospital based,Persons under investigation,NA,NA,5,41,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Death,0,41
10,c7a0aebbe31c99f29ea2d5936a3b28ab,cce22eb17b4daa94f5cb16961b4a6ca8,Human delay - other human delay (go to section),28,0,Per day,14,48,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,40,0,0,,40,40,,,Unspecified,Hospital based,Persons under investigation,NA,NA,22,40,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Discharge from Care/Hospital,0,40
32,02994b2f7ce1ab1afdb47259ea7e318c,b2a9b15263b8043f849990fec548db61,Human delay - other human delay (go to section),6,0,Per day,NA,NA,Median,NA,,3,8,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,61,1,0,,61,61,,,Both,Community based,Other,NA,79,249,61,Tonkolili district,12,Sep 09,2014,23,Feb 02,2015,,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,61
32,02994b2f7ce1ab1afdb47259ea7e318c,72847694a3cd21a753dcd57c7b07bd65,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,62,0,0,Death,62,62,,,Both,Community based,Other,NA,79,249,62,Tonkolili district,12,Sep 09,2014,23,Feb 02,2015,,0,,,0,62
32,02994b2f7ce1ab1afdb47259ea7e318c,136c7e714369635089b70367f2f59ecf,Severity - case fatality rate (CFR),44,0,Percentage (%),NA,NA,,NA,,NA,NA,,110,249,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Naive,,63,1,1,,63,63,,,Both,Community based,Other,NA,79,249,63,Tonkolili district,12,Sep 09,2014,23,Feb 02,2015,,0,,,0,63
31,0ead7154ff193cb5e1c747f3946e13b7,e22aeb11f2bd07ff89194bba8e61e6e2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,06e1aa31dd54f5c165853703a4ef3b79,326a4dc3898bac9934163ffe4aab9486,Reproduction number (Basic R0),1.24,0,,NA,NA,Unspecified,NA,,1.04,1.42,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Other,66,0,0,,66,66,,,,,,NA,NA,NA,66,,NA,,NA,7,Sep 09,2014,,0,,,0,66
33,06e1aa31dd54f5c165853703a4ef3b79,a82f98c5b1fb93caa5d5c931898a43bd,Reproduction number (Basic R0),1.71,0,,NA,NA,Unspecified,NA,,1.4,1.82,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Other,65,0,0,,65,65,,,,,,NA,NA,NA,65,,NA,,NA,7,Sep 09,2014,,0,,,0,65
33,06e1aa31dd54f5c165853703a4ef3b79,a84060ff1f6a1b53f9b72de2044ef66c,Reproduction number (Basic R0),2.06,0,,NA,NA,Unspecified,NA,,1.93,2.27,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Other,64,0,0,,64,64,,,,,,NA,NA,NA,64,,NA,,NA,7,Sep 09,2014,,0,,,0,64
5,915577de3ad800c3c432af2952e956d7,a28b28c6fe747c94fa23cea575cc6f24,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,24,0,0,Other,24,24,Not significant,Adjusted,Both,Hospital based,Other,NA,NA,372,24,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,24
5,915577de3ad800c3c432af2952e956d7,22982b647ff5aaa3f7cfe1a036da7b56,Severity - case fatality rate (CFR),NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,26,0,1,,26,26,,,Both,Hospital based,Other,NA,NA,372,26,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,26
5,915577de3ad800c3c432af2952e956d7,32e48e7a603ddffbf3add21b0e94ecb2,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,29,0,0,Death,29,29,Significant,Adjusted,Both,Hospital based,Other,NA,NA,110,29,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,29
5,915577de3ad800c3c432af2952e956d7,b0cfdf62ac4350321b9dde80b3adb2a6,Human delay - other human delay (go to section),6,0,,NA,NA,,NA,NA,3,8,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,23,1,0,,23,23,,,Both,Hospital based,Other,NA,NA,372,23,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,23
5,915577de3ad800c3c432af2952e956d7,364342d2b0552a0e31ce529e2d55bb34,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,25,0,0,Other,25,25,Significant,Adjusted,Both,Hospital based,Other,NA,NA,372,25,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,25
5,915577de3ad800c3c432af2952e956d7,0e8cbc7d8f9435c651813085b8359185,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,27,0,0,Death,27,27,Not significant,Not adjusted,Both,Hospital based,Other,NA,NA,110,27,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,27
5,915577de3ad800c3c432af2952e956d7,81cbbb5f5d510172d421fcbfaeddfbc1,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,28,0,0,Death,28,28,Significant,Not adjusted,Both,Hospital based,Other,NA,NA,110,28,Tonkolili,12,Sep 09,2014,23,Feb 02,2015,NA,0,,,0,28
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,477c0e5ae52b23cad3d5e3fd6b07cf34,Severity - case fatality rate (CFR),53.5,0,Percentage (%),NA,NA,Mean,NA,NA,49,58,CI95%,229,428,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Naive,,1,1,0,,1,1,,,Both,Community based,General population,NA,NA,428,1,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,1
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,ede3036656394629ff4051bb1f37f75d,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,2,0,0,Infection,2,2,Significant,Unspecified,Both,Community based,Other,NA,NA,321,2,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,2
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,bcf616fb58eb30bbf78a04cfa593b5da,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,3,0,0,Infection,3,3,Not significant,Unspecified,Both,Community based,Other,NA,NA,321,3,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,3
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,9a1acca5943fc35e12da1f54297b3b92,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,4,0,0,Death,4,4,Significant,Not adjusted,Both,Community based,Other,NA,NA,388,4,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,4
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,be464b62f682d1164b5d5fee4cfe6041,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,5,0,0,Death,5,5,Not significant,Not adjusted,Both,Community based,Other,NA,NA,388,5,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,5
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,e7e24288f36ba687d74c9db3dda3c24c,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,6,0,0,Death,6,6,Significant,Adjusted,Both,Community based,Other,NA,NA,388,6,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,6
1,ec0ee9e5d5c3ad5c7703f6e1325ca5f4,838578c9184e157bb8e945d6fa5e2506,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,7,0,0,Death,7,7,Not significant,Adjusted,Both,Community based,Other,NA,NA,388,7,Bong County,21,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,7
2,daf4037d4fa31b3b879a897ffcb356bd,2eb6c673d4cd921e4171aae6b7c0a433,Growth rate (r),0.032,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,12,0,0,,12,12,,,Unspecified,Population based,General population,NA,NA,NA,12,,28,May 05,2014,31,Aug 08,2014,NA,0,,,0,12
2,daf4037d4fa31b3b879a897ffcb356bd,f492629486346f0d87f27ad431a67b01,Doubling time,21,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,13,0,0,,13,13,,,Unspecified,Population based,General population,NA,NA,NA,13,,28,May 05,2014,31,Aug 08,2014,NA,0,,,0,13
2,daf4037d4fa31b3b879a897ffcb356bd,ddc542c7dcd773732e78b965cebfc0c2,Growth rate (r),0.011,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,8,0,0,,8,8,,,Unspecified,Population based,General population,NA,NA,NA,8,,22,Mar 03,2014,31,Aug 08,2014,NA,0,,,0,8
2,daf4037d4fa31b3b879a897ffcb356bd,3345a658553e6a014415e029e55a5250,Doubling time,61,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,9,0,0,,9,9,,,Unspecified,Population based,General population,NA,NA,NA,9,,22,Mar 03,2014,31,Aug 08,2014,NA,0,,,0,9
2,daf4037d4fa31b3b879a897ffcb356bd,085b645c5115e12a2aed788c9d5416c2,Growth rate (r),0.048,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,10,0,0,,10,10,,,Unspecified,Population based,General population,NA,NA,NA,10,,22,Jun 06,2014,31,Aug 08,2014,NA,0,,,0,10
2,daf4037d4fa31b3b879a897ffcb356bd,5374f6d1c3e6c30c937ac0d33a4dd925,Doubling time,14,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,11,0,0,,11,11,,,Unspecified,Population based,General population,NA,NA,NA,11,,22,Jun 06,2014,31,Aug 08,2014,NA,0,,,0,11
6,48d8db6bc5f03eb6a124f9349f19bcc3,ad8fd94075b78a7ed1776e03d50e534d,Mutations - evolutionary rate,1.25,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,,30,1,0,,30,30,,,,Other,Unspecified,NA,NA,232,30,,16,Jun 06,2014,26,Dec 12,2014,NA,1,,,0,30
3,2735dd9893c1c61ea7c73e8345678dc4,84f586dfa95e1b75cac28648edd40548,Reproduction number (Basic R0),1,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,18,0,0,,18,18,,,Unspecified,Population based,General population,NA,NA,NA,18,,28,Sep 09,2014,21,Dec 12,2014,NA,0,,,0,18
3,2735dd9893c1c61ea7c73e8345678dc4,8581aca3a5dde8e55919d54268026bf3,Reproduction number (Basic R0),0.85,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,,Compartmental model,19,0,0,,19,19,,,Unspecified,Population based,General population,NA,NA,NA,19,,21,Dec 12,2014,22,Feb 02,2015,NA,0,,,0,19
3,2735dd9893c1c61ea7c73e8345678dc4,de859e0e0476f8d233691088fc3fc09c,Reproduction number (Basic R0),1.77,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Compartmental model,14,0,0,,14,14,,,Unspecified,Population based,General population,NA,NA,NA,14,,27,May 05,2014,1,Sep 09,2014,NA,0,,,0,14
3,2735dd9893c1c61ea7c73e8345678dc4,712dd6029262bdd1c48c1352b97c8caf,Reproduction number (Basic R0),1.22,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Compartmental model,17,0,0,,17,17,,,Unspecified,Population based,General population,NA,NA,NA,17,,26,Mar 03,2014,28,Sep 09,2014,NA,0,,,0,17
3,2735dd9893c1c61ea7c73e8345678dc4,82bdfa948b8e36e217d9c230a9832eb4,Reproduction number (Basic R0),1.1,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,15,0,0,,15,15,,,Unspecified,Population based,General population,NA,NA,NA,15,,1,Sep 09,2014,14,Dec 12,2014,NA,0,,,0,15
3,2735dd9893c1c61ea7c73e8345678dc4,1a6fab77c95560d9e212663f9ee4fe8f,Reproduction number (Basic R0),0.72,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,,Compartmental model,16,0,0,,16,16,,,Unspecified,Population based,General population,NA,NA,NA,16,,14,Dec 12,2014,22,Feb 02,2015,NA,0,,,0,16
4,3bb1eb856ead0ccbb333509ad4d9a77d,2f7711252169862e6ab39f7c27609789,"Reproduction number (Effective, Re)",0.7348,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,Compartmental model,22,0,0,,22,22,,,Unspecified,Population based,General population,NA,NA,NA,22,,NA,,NA,NA,,NA,NA,0,,,0,22
4,3bb1eb856ead0ccbb333509ad4d9a77d,f40c4dfb03fab962fcb10246d2b9e122,Severity - case fatality rate (CFR),81,0,Percentage (%),NA,NA,Mean,NA,NA,NA,NA,,256,315,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,20,0,0,,20,20,,,Unspecified,Population based,General population,NA,NA,315,20,Kikwit,NA,Jan 01,1995,NA,Jul 07,1995,NA,0,,,0,20
4,3bb1eb856ead0ccbb333509ad4d9a77d,ab7a25a7634ed2802faeb627bb4d9969,Reproduction number (Basic R0),1.7981,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,Compartmental model,21,0,0,,21,21,,,Unspecified,Population based,General population,NA,NA,NA,21,,NA,,NA,NA,,NA,NA,0,,,0,21
8,16b411e0e57a7965d2127c2c049bfadf,f3778317cc94dff54b1b6402fb38be97,Risk factors,NA,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,,20,0,0,Infection,20,20,Significant,NA,,Community based,,18,NA,NA,20,,NA,,NA,NA,,NA,NA,0,NA,NA,0,20
8,16b411e0e57a7965d2127c2c049bfadf,0687b33512a077f44075ffb5d5912ca0,Risk factors,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,,19,0,0,Infection,19,19,Significant,NA,Both,Community based,General population,18,NA,237,19,Meliandou,22,Jun 06,2017,9,Jul 07,2017,NA,0,NA,NA,0,19
8,16b411e0e57a7965d2127c2c049bfadf,269fa01a4128dc23ae8598360b2fbce3,Severity - case fatality rate (CFR),55.6,NA,Percentage (%),NA,NA,NA,NA,NA,30.8,78.5,CI95%,55.6,100,NA,NA,NA,0,NA,NA,0,0,,,,17,0,0,,17,17,,NA,Both,Community based,General population,18,NA,237,17,Meliandou,22,Jun 06,2017,9,Jul 07,2017,NA,0,NA,NA,0,17
8,16b411e0e57a7965d2127c2c049bfadf,ae604abe1edd55aa8044da65d4196d7d,Seroprevalence - IgG,3.57,NA,Percentage (%),NA,NA,NA,NA,NA,1.55,6.92,CI95%,8,224,NA,NA,NA,0,NA,NA,0,0,,,,18,0,0,,18,18,,NA,Both,Community based,General population,18,NA,224,18,Meliandou,22,Jun 06,2017,9,Jul 07,2017,NA,0,NA,NA,0,18
1,1fe83700fbc75651b1df0af340f6926a,e57745549fc5e9b517a04d6d158c2fa3,Severity - case fatality rate (CFR),63,NA,Percentage (%),NA,NA,NA,NA,NA,NA,NA,,63,100,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,1,0,0,,1,1,,NA,,,,NA,NA,NA,1,Montserrado County,7,Jul 07,2014,22,Sep 09,2014,NA,0,NA,NA,0,1
1,1fe83700fbc75651b1df0af340f6926a,b8e3f34d0348c814f5e467c18e68a072,"Reproduction number (Effective, Re)",2.36,NA,,NA,NA,NA,NA,NA,1.72,2.8,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,3,0,0,,3,3,,NA,,,Other,NA,NA,NA,3,,7,Jul 07,2014,22,Sep 09,2014,NA,0,NA,NA,0,3
1,1fe83700fbc75651b1df0af340f6926a,9ddcbf815a0483f80978663f2b50fad5,"Reproduction number (Effective, Re)",1.73,NA,,NA,NA,NA,NA,NA,1.66,1.83,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,2,0,0,,2,2,,NA,,,,NA,NA,NA,2,,7,jul,2014,22,Sep 09,2014,NA,0,NA,NA,0,2
1,1fe83700fbc75651b1df0af340f6926a,90a0a8a23512bf8fc73b797ca84388a4,"Reproduction number (Effective, Re)",0.66,NA,,NA,NA,NA,NA,NA,0.1,1.69,CRI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Renewal equations / Branching process,4,0,0,,4,4,,NA,,,Other,NA,NA,NA,4,,7,Jul 07,2014,22,Sep 09,2014,NA,0,NA,NA,0,4
4,12c89a2d2ed0e37b29f4608fce61fe57,febb95ecc7f3a1a18fbb4a9742a629d7,Risk factors,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,,,11,0,0,Infection,11,11,,NA,,,,NA,NA,NA,11,,NA,,NA,NA,Jul 07,2015,NA,0,NA,NA,0,11
2,b8164ca97d23abeb04dded049be8e2cf,5145c514ca1762997896e8de4e2d1119,Severity - case fatality rate (CFR),59,NA,Percentage (%),NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,6,0,0,Death,6,6,Significant,NA,Both,Hospital based,,NA,NA,183,6,Macenta and Nzerekore,29,Nov 11,2014,31,Jan 01,2015,NA,0,NA,NA,0,6
5,ce9b9606cdae2303344eadf0ea7a8524,c1a1c78dd2bf6f83a6bfdd29405e6715,Reproduction number (Basic R0),1.54,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,13,0,0,,13,13,,NA,,,,NA,NA,NA,13,,17,Jun 06,2014,23,Sep 09,2014,NA,0,NA,NA,0,13
5,ce9b9606cdae2303344eadf0ea7a8524,36553abcb1c97bac59c3ecc7731af993,Reproduction number (Basic R0),1.26,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,12,0,0,,12,12,,NA,,,,NA,NA,NA,12,,27,May 05,2014,23,Sep 09,2014,NA,0,NA,NA,0,12
3,ae02dea5bd55e030b234a540e1a16c48,10db1a801b73d66cb9a66b70891ea029,Reproduction number (Basic R0),2.11,NA,,1.88,2.71,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,7,0,0,,7,7,,NA,,Community based,General population,NA,NA,NA,7,,17,Mar 03,2014,NA,,2000,NA,0,NA,NA,0,7
6,409a60bac08fd8581f4fce755a4acdfe,8fbf9525c72ab332e3e6cf9a0355deea,Reproduction number (Basic R0),1.116,NA,,NA,NA,NA,NA,NA,1.115,1.116,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,Compartmental model,14,0,0,,14,14,,NA,,,,NA,NA,NA,14,,NA,,NA,18,Mar 03,2015,NA,0,NA,NA,0,14
6,409a60bac08fd8581f4fce755a4acdfe,b79989a45d96bffa876fe2dfe17f7826,Reproduction number (Basic R0),1.226,NA,,NA,NA,NA,NA,NA,1.225,1.228,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,,15,0,0,,15,15,,NA,,,,NA,NA,NA,15,,NA,,NA,18,Mar 03,2015,NA,0,NA,NA,0,15
6,409a60bac08fd8581f4fce755a4acdfe,d88e403331d89ff67660b1a85ac2802d,Reproduction number (Basic R0),1.181,NA,,NA,NA,NA,NA,NA,1.181,1.182,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,,16,0,0,,16,16,,NA,,,,NA,NA,NA,16,,NA,,NA,18,Mar 03,2015,NA,0,NA,NA,0,16
7,c89dc8699cd9a72ec1b4d87a1c90eea8,a233d23a34e85ed328d5c46d8ea8754b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3c037cc9574dfb5272dcdb3542f2713c,34964e37c0ca6f9c88e04e19ccd22064,Severity - case fatality rate (CFR),60,0,No units,0.93,1.92,Mean,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,NA,2,1,1,,2,2,,,Both,Hospital based,Other,NA,NA,154,2,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,NA,0,,,0,2,0
2,3c037cc9574dfb5272dcdb3542f2713c,e86ee6837dd990c25eaa2cf418681acd,Severity - case fatality rate (CFR),60,0,Percentage (%),NA,NA,Other,NA,,NA,NA,NA,51,85,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Naive,NA,4,0,0,,4,4,,,Both,Hospital based,Persons under investigation,NA,NA,154,4,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,NA,0,,,0,4,0
2,3c037cc9574dfb5272dcdb3542f2713c,844c4c034ddf28d3c3606204c58cf871,,5.8,0,Days,5.3,6.3,Mean,3.3,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,NA,5,1,0,,5,5,,,Both,Hospital based,Persons under investigation,NA,NA,154,5,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,NA,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,5,0
